id,text,task
9145,destierra primero los delincuentes de tu partido listo,no violencia política de género
9146,sí no la dañes apareciéndote por ahí por favor,no violencia política de género
9147,confirma te parece bien te satisface lo que hace el genocida de putin,no violencia política de género
9148,tu mas,no violencia política de género
9149,estaban mejor un puñado de hps,no violencia política de género
9150,pero sin los correistas malsanos,no violencia política de género
9151,super que vergüenza que me vean con eso,violencia política de género
9152,te das cuenta no haces nada tienes sueldo comes rico bastante que suerte que tienes con la plata de los ecuatorianos,no violencia política de género
9153,de parte de otra correista,no violencia política de género
9154,obviamente los narcos estaban mejor porque en el poder se llevaron el dinero de estado por billones,no violencia política de género
9155,no que siempre odiabas guayaquil ahora si te haces uno que conoce bien,no violencia política de género
9156,guayaquil cuna de libertad los asambleísta apoyando la masacre del régimen ruso vergüenza,no violencia política de género
9157,dese una vuelta por el estadio modelo para que se dé cuenta como lo dejo cómo está ahora de paso devuelve todo el dinero que se robó,no violencia política de género
9158,pilas revise si está completa la billetera,violencia política de género
9159,fino fino jajajajajajajajajajaja,no violencia política de género
9160,con esa cara de hipocresía no aquí no la queremos porque uds al rechazar esa ley condenan guayaquil a los guayaquileños,violencia política de género
9161,no sé si hacen fraude se aprovechan del voto nulo en serio hay tanto idiota que cree en estas ratas,violencia política de género
9162,mijo ya eres un viejo hasta calvo te comportas como niñato se secu una de dos andas falto de atención tu vida es lamentable deja marcela tranquila,no violencia política de género
9163,cínicos infelices nos vendieron prendaron los chinos a las bandas criminales del narcotráfico ahora dan discursillos de independencia,no violencia política de género
9164,así deberían identificarse todos los correistas le harían más fácil el trabajo la policía,no violencia política de género
9165,que lindo el guasmo sábado en una peluqueria dieron bala al estaba entre ellos un niño de años lindo guayaquil,no violencia política de género
9166,así es linda que no saben como mas golpearla,no violencia política de género
9167,fuera más linda sin socialistas delincuentes,no violencia política de género
9168,los pillos extrañan robarle al estado al pueblo,no violencia política de género
9169,por ser fanáticos estamos como estamos en la mmmmmmm,no violencia política de género
9170,mejor con los terroristas con los narcos,no violencia política de género
9171,vomitivo de la misma que desaparecieron tanto dinero,no violencia política de género
9172,disfrute señora es un plato que sabe no tener dignidad,violencia política de género
9173,lo que duele es la vagancia ambición oportunismo desgraciadamente hay padres quienes no les interesa si el futuro de sus hijos es la cárcel sólo lo material el presente,no violencia política de género
9174,haciéndose millonarios por medio del robo claro que estaban mejor,violencia política de género
9175,seguir un correísta partidario de que se arrastró hasta llegar la vicepresidencia de la cloaca ni loca yo sigo personajes de bien,no violencia política de género
9176,no te la vas coger,no violencia política de género
9177,esa loca ladrona hija de puta de tiene hasta la cara de maldita,violencia política de género
9178,por que se vendieron al correismo,no violencia política de género
9179,para robarla,violencia política de género
9180,lacras,violencia política de género
9181,así hay gente que lleva mierdas pegadas al auto así es la mierda jajaja,violencia política de género
9182,falta la última palabra ladrón prófugo etc,no violencia política de género
9183,que viva eternamente sin lacras correistas,violencia política de género
9184,fuiste felicitar putin por esto,no violencia política de género
9185,sobre precios coimas palanqueos obras mal hechas o imaginarias ahora están sentenciados prófugos presos si claro ustedes estaban mejor politiqueros nauseabundos de,no violencia política de género
9186,jajajaja si vamos por esas mameluco está acabado vieja alcachofa,violencia política de género
9187,sí pero no eres bienvenida,violencia política de género
9188,para saquear firma pierina,violencia política de género
9189,llena de delincuentes unos cuantos más con vuestra presencia,violencia política de género
9190,con todo gusto querida sofía nuestro país ofrece hermosos paisajes deliciosa gastronomía importantes emprendimientos que hay que apoyar,no violencia política de género
9191,delincuentes,violencia política de género
9192,para ti tu abue,no violencia política de género
9193,si amas guayaquil andate de la ciudad donde el delincuente de tu hermano haslo por amor la ciudad,violencia política de género
9194,en lugar de estar como troll diciendo cualquier estupidez mejor critíca la ineptitud de tu amo lasso de todo su gabinete de mediocres que no pueden hacer algo por frenar tanta delincuencia,violencia política de género
9195,claro sé los delincuentes estaban mejor repugnantes,violencia política de género
9196,hay que ser tan imbécil para confundir una cosa con otra el un caso es femicidio el otro caso es un atentado una instalación policial en el caso de femicidio es un policía que mata brutalmente una mujer civil el otro caso es la delincuencia que atenta una policía,no violencia política de género
9197,ya la salaste,no violencia política de género
9198,sin correistas fuera la verdadera perla,violencia política de género
9199,hipócrita ustedes sólo rinden homenaje mafiosos criminales,violencia política de género
9200,obvio estabas con tu rafa para lo que sea,no violencia política de género
9201,la prensa tiene sus excesos pero si esa prensa la que llaman corrupta no hubiera denunciado muchos de los casos de corrupción no estarían unos presos otros huídos porque la prensa que ustedes llaman buena jamás lo hubiera hecho porque solo les tiraba flores,no violencia política de género
9202,el presupuesto se calcula por año que estudiaste,no violencia política de género
9203,desterremos al correismo que tanto daño nos ha causado,no violencia política de género
9204,si en lugar de la policía fuera su hermana que quisieran para estos mal paridos rehabilitación reinserción social gracias por las leyes que tanto protegen gracias eso seguirán habiendo más desgracias cómo está,no violencia política de género
9205,así tambien hice los mismo en algún twitt del chulquero adivina el por cuento manda al carajo ya ves lassie,no violencia política de género
9206,den propuesta no hagan el mismo populismo del bigoton su banda lastima aquiles buen candidato se metió un partido corrupto nefasto,no violencia política de género
9207,con lucio estábamos mejor hasta la frase se roban,no violencia política de género
9208,estás satisfecha asquerosa,violencia política de género
9209,estaban uds mejor ladrones hdp correistas hdp,no violencia política de género
9210,era más bonita antes de que llegaran ustedes me refiero las mafias narcos,no violencia política de género
9211,robaban mejor,violencia política de género
9212,rastrera hasta la médula esta mujercita supuesto uds unos cuantos miserables más estuvieron muchísimo mejor robaron hasta saciarse,violencia política de género
9213,tú viejo podrido envidioso tal cual tú patrón,no violencia política de género
9214,linda mi ciudad pero sin tu presencia tu rostro sirve para espanto mafioso sinverguenza,no violencia política de género
9215,el parque samanes deberían terminar todo lo proyectado serial genial porque aún falta este inepto gobierno no quiere hacer nada para el país por lo menos complete lo que no se terminado de construir porque su pana lenin no hizo nada igual este,no violencia política de género
9216,esta señora mas que candidata se ve que anda enamorada del chapo ecuatoriano correa jajajaj después irán juntos adentro,violencia política de género
9217,mas aún la emblema turística que se ha vuelto en guayaquil después del malecón el parque samanes lindo ver que hubo bastante turistas de la sierra ya no solo buscan el malecón ahora van al parque de recreacion nacional samanes,no violencia política de género
9218,ojalá no caiga en manos correistas,no violencia política de género
9219,repugnante tener como ídolo un delincuente ese es su orgullo pobre gente ya es penoso el caso es esta gente enferma,no violencia política de género
9220,hay está marcela quedó como que más embarrada de lo que estaban,no violencia política de género
9221,mucho más si no asomas por acá murcielaga chupada,violencia política de género
9222,excelente exposición compañera sofia es obligación de todos recuperar la patria con salud educación trabajo recuperar la esperanza,no violencia política de género
9223,que viva los tetones,no violencia política de género
9224,devolver qué señora ya se olvidó que el economista rafael correa está sentenciado por influjo psíquico el ing jorge glas está encarcelado por la fuerza de las circunstancias está preso por delitos inexistentes revise el caso no hable hablar es persecución política,no violencia política de género
9225,crees que escribiendo un mensaje tan pendejo vas provocar presión para que vaya definitivamente tienes un maní por cerebro hijita,violencia política de género
9226,no te hagas la simpática ya tienes pasaporte para ir al infierno,violencia política de género
9227,eso pasó después de que estuvo la robolución al poder por eso es que quieren regresar,no violencia política de género
9228,viva el nuevo guayaquil de la la alcaldía a la prefectura junto al pueblo este feb daremos inicio la da independencia de la perla del horror las causas son suficientes razón votar por la la lista de,no violencia política de género
9229,esta basura de genocidas fueron visitar dan asco,violencia política de género
9230,entre borregos se aplauden,no violencia política de género
9231,cáretucos tuvieron el poder por años la pobreza la delincuencia el narco tráfico se multiplicaron por farsantes pero eso si uds junto con alibaba se se hicieron millonarios,no violencia política de género
9232,ecuador redujo la pobreza multidimensional en puntos porcentuales entre es decir millones de ecuatorianos dejaron de ser pobres en seis años lasso tienen más dinero que en el período de rafael correa la deuda china ya se canceló la mesa estaba servida,no violencia política de género
9233,jajajaj habla pues,no violencia política de género
9234,es para que no le roben,no violencia política de género
9235,banda de pillos,no violencia política de género
9236,una caja de banano de candidatizarse nada,no violencia política de género
9237,sin tí merodeando,no violencia política de género
9238,safa viajera de última corrupta,violencia política de género
9239,ya basta de la mafia social cristiana ante tanta arremetida de la delincuencia la corrupción la miseria el hambre la represión los trabajadores autónomos solo nos queda la las listas de correa,no violencia política de género
9240,la plena,no violencia política de género
9241,que viva guayaquil condecorado lfc hasta cuándo se disparan al pie,no violencia política de género
9242,les regalo un lema de campaña fernanda astidullo otra correista que robará de tu bolsillo por si acaso es gratis no van poner que lo compraron con sobreprecio verán,no violencia política de género
9243,algo decir,no violencia política de género
9244,qué linda es guayaquil,no violencia política de género
9245,esto era orgullo de pais,no violencia política de género
9246,tú eres indirectamente parte de la banda por haber saqueado también al país aunque lo niegues pero andas sin temor que te secuestren roben a un miembro de tu familia porque son parte del clan asimismo la delincuente de tu hermana con los suyos miserables,violencia política de género
9247,di algo sobre la mujer policía que está en estado crítico sólo el feminismo te llega cuando hay política de por medio,no violencia política de género
9248,hermosa,no violencia política de género
9249,mamameluco hubo allí,no violencia política de género
9250,más linda sería sin ti tus secuaces,no violencia política de género
9251,pero sin malhechores correístas como usted,no violencia política de género
9252,los únicos sufridos son los borregos como tú están sin robar casi dos años,no violencia política de género
9253,marcela la más guapa inteligente de la asamblea,no violencia política de género
9254,hay que ser sinvergüenza cínico como la miserable de tu hermana puerquina para opinar aconsejar sobre un tema que tiene en ascuas toda la ciudadanía como son las cárceles producto de tu hermano hermano llama ese mmv dile que deje de joder,violencia política de género
9255,eso no lo puede negar nadie en este universo todos los multiversos ustedes sin duda estaban muchisisisisimo mejor,no violencia política de género
9256,jajaja los ladrones estaban mejor por eso tanta delincuencia,no violencia política de género
9257,chequearse los bolsillos antes que la abandone,no violencia política de género
9258,mejor mas robados seguro,no violencia política de género
9259,asi es por que los vivarachos que se hicieron ricos en los años de descalabro correista huyeron por los tejados viven como reyes en el extranjero,no violencia política de género
9260,es por eso que con este desgobierno hay que ser implacables en defensa de los derechos de los mas débiles discriminados rechazados en el pais,no violencia política de género
9261,corrupta,violencia política de género
9262,pero horrible tú,violencia política de género
9263,para mejorar como pais el ecuador necesita urgentemente un gobierno de izquierda que se dedique la justicia social equidad pero todos sabemos que este desgobierno privatizador mentiroso solo va aprobar leyes reformas que solo los beneficien ellos,no violencia política de género
9264,también les duele,no violencia política de género
9265,que sinvergüenzas,violencia política de género
9266,que sabes de seguridad tu correista lo que sabes es irte de viaje pagado por pelucones como tu pana noboa azin quienes supuestamente odian sinverguenzas corruptos,no violencia política de género
9267,en contra favor de su video siga haciendo el ridículo que hasta sus asesores se dan contra el suelo de las brutalidades que publica para poner en contra su electorado usted es la máster en pegarse el tiro al pie enserio pdta nadie pensante extraña al prófugo,no violencia política de género
9268,es que los robos que tienen proyectados no los van ha hacer públicos,violencia política de género
9269,la más inmoral ineficiente problemática que vela solo por sus intereses del ex presidente profugo,violencia política de género
9270,no creo que derroten la pobreza esa es la vieja confiable de los revolucionarios sin ella se les acaba el discurso de que el rico de que el empresario son los malos la única pobreza que se acaba es la de ustedes porque cuando asumen el cargo se olvidan de quien los eligió,no violencia política de género
9271,digna representante de una asamblea que vale hectáreas de gaver,no violencia política de género
9272,todo un país sufre por culpa de este demonio decrépito ya estás parte de la banda del reparto todo el que anda con este delincuente sabe que saldrá adelante robando no todos somos idiotas en este país,no violencia política de género
9273,si cuando tuvieron todo el dinero posible nunca desterraron la pobreza peor lo van hacer ahora con un país empobrecido subdesarrollado,no violencia política de género
9274,pero trabajar robar no es trabajar,no violencia política de género
9275,sería más bonita sin sus compinches,no violencia política de género
9276,claro con mucha plata cualquiera lo peor dejó deudas impagables quebró al estado los que estaban mejor son los cercanos al poder,no violencia política de género
9277,todo el pueblo debemos reclamar precisamente que por culpa de la asamblea no tenemos seguridad seguimos con las leyes que protegen delincuentes tecnicismos que los dejan libres a estos inútiles solo les importa su controversia política,no violencia política de género
9278,mujer más cínica no puede existir,violencia política de género
9279,léelo no tiene desperdicio asamblea ha aprobado leyes en casi años de gestión no se aprovechen de tu buena fe,no violencia política de género
9280,si estaban todos los tetones es para un deber,no violencia política de género
9281,cara dura expresar lo linda es guayaquil lo deben de hacer usted los otros inservibles es dejar sus amarres políticos trabajar leyes ayuden combatir la delincuencia seremos un país tranquilo lindo,violencia política de género
9282,más linda di te preocuparas proponiendo aprobando proyectos para que la policía la fuerzas armadas puedan actuar así mismo poder extraditar crimíneles que son los que financian la narco delincuencia,no violencia política de género
9283,banda de delincuentes narcotraficantes una vergüenza,violencia política de género
9284,pero nunca será parte de su motín,no violencia política de género
9285,mira vicepresidente de última te vas pasear rusia junto los que ustedes odian osea noboa azin claro todo vaca son unos corruptos,no violencia política de género
9286,falta de amor propio culto prófugos,no violencia política de género
9287,de verdad están haciendo esto,no violencia política de género
9288,si pero también hay que regresar ver la entrada la balerio estacio cristo del consuelo etc también forman parte del paisaje,no violencia política de género
9289,tu eres feísima care loca,violencia política de género
9290,viva el nuevo guayaquil con alquiles la alcaldía desde el de febrero vota todo todito cinco será el inicio de nuestra da independencia las causas son suficientes,no violencia política de género
9291,por eso todos los que defienden rc solo escriben con una ortografía pésima porque solo buscan adoctrinar no educar,no violencia política de género
9292,lo que nunca podrá tener sus amigos,no violencia política de género
9293,la el deben derogar urgente este impuesto la renta exagerado las personas naturales basta ya de tanto impuesto al pueblo especialmente la clase media ya es hora de parar el abuso petróleo alto la ley de inversiones ya están aproban,no violencia política de género
9294,fuera mala vibra guayaquil es de gente honesta trabajadora,no violencia política de género
9295,calladita te ves mejor porque cada vez que hablas escribes la cagas te dan duro seco pelado por el chiquito,violencia política de género
9296,esteban la clase media espera que así sea este impuesto la renta personas naturales es injusto por donde quieran ver lasso exagero no se entiende como no puede ver que nos haya multiplicado por lo que pagábamos con correa,no violencia política de género
9297,tu no,no violencia política de género
9298,renuncien todos han defraudado al país todos este lo verán reflejado en las elecciones quieren seguir luchando por sus partidos políticos no por el país buenos ahora el pueblo tendrá el poder los mandaremos su casa,no violencia política de género
9299,mi pana no hable estupideces será que tu te robaron algo entiendan perros de lasso correa fue será el mejor presidente del mundo correa será nuevamente nuestro presidente pilas sufridores cuydaranse no sea que correa venga robarles algo ya paren de sufrir odiadores mamarr,no violencia política de género
9300,tenemos que recuperar la patria el trabajo es de tod solo con nuestro voto consciente lograremos recuperar la paz tranquilidad la asambleísta sofía espín es un referente de lealtad los principios revolucionarios nuestra gratitud apoyo permanente para ella,no violencia política de género
9301,la mejor cosa que dijo esta inepta incapaz asambleísta seremos libres cuando el ecuador sea una sola nación todos arrimemos el hombro con el objeto de librarnos de la corrupción que provocó correa uds por no haber rebuznando en el momento debido no como lo hacen ahora,violencia política de género
9302,el mejor homenaje para el es devolviendo el dinero robado los ecuatorianos,no violencia política de género
9303,asimismo es gárgola,violencia política de género
9304,asquerosos impresentables corruugggtos excelsos la jefe invertido,no violencia política de género
9305,exelente mensaje estimada compañera felisitaciones,no violencia política de género
9306,esa administración de mega obras no tiene procesos abiertos,no violencia política de género
9307,señor presidente necesitamos una reunión con usted hay cosas que usted le esconden el seguro campesino esta en la peor crisis de la historia es urgente o,no violencia política de género
9308,los asambleístas twitter podrian investigar quien financia los viajes de donde salió el dinero para verse con el prófugo eso entra en los gastos de campaña,no violencia política de género
9309,no muchacho ella se compromete con quién le de de comer salgan de esa burbuja,no violencia política de género
9310,pero sin correustas,no violencia política de género
9311,lastima no poder decir eso de ustedes el ecuador sería más bonito pacifico sin todos ustedes,no violencia política de género
9312,nadie lo duda la fea eres tú tampoco hay duda,violencia política de género
9313,pero tú te ves fatal,no violencia política de género
9314,ni intentes murciélago tóxica en venir guayaquil jodernos la paciencia con tu letanía de defender al más grande ladrón del ecuador delincuentes socialistas cómo vos,violencia política de género
9315,estr evasor mitómano debemos sacarlo las buenas las malas el ecuador no hay empleo te roba la delincuencia común no hay circulante la policía ingresa armas drogas las centros de rehabilitación los militares hacen pirámides de incautación de dinero,no violencia política de género
9316,sin correistas es espectacular más segura,no violencia política de género
9317,bien por quien puede se que hace mención las comidas típicas de guayaquil que brindan por sus fiestas octubrinas pero gracias al mal gobierno hoy hay quienes tomarán café con canguil arroz con huevo si hay como merienda agua de limoncillo con guineo verde si pueden,no violencia política de género
9318,gran huevada,no violencia política de género
9319,ustedes tarea de corruptos la única independencia que conocen es su independencia financiera gracias la corrupción el robo el lleve hicieron durante mas de años de correismo sinverguenzas,violencia política de género
9320,ya la vas robar,violencia política de género
9321,como no te de gustar si está como la quiere tu bloque de rc en la asamblea indefensa ante el narcotrafico sicariato sinvergüenzas,violencia política de género
9322,ahí las quiero ver se que por capricho no dirán ni pío ya que no se deben al pueblo es puro teatro para atacar solo este gobierno pintar un aire que todo está mal así repatriar su amo con impunidad,no violencia política de género
9323,si lo publica un correa nada bueno viene detrás,no violencia política de género
9324,donde está la la banda delincuencial de donde está otras tantas que pedían crimen de estado por,no violencia política de género
9325,pero con ustedes es en serio,no violencia política de género
9326,mejor uds los que chorearon con él el resto comer caca como dijo la pilla de la rivadeneira,violencia política de género
9327,que lindo es robar sucia,violencia política de género
9328,pueblo ecuatoriano no voten por ningún candidato correista porque todos tienen la mentalidad solo de robar como su jefe el delincuente que vive en bélgica saqueó nuestro país de ecuador esa es la verdad,violencia política de género
9329,no vuelvas,no violencia política de género
9330,no es capaz de dar un discurso sin telepromter jamás responderá una interpelación sin tener algún asesor que le diga lo que debe responder el hombre es muy básico,no violencia política de género
9331,par de monstruos,no violencia política de género
9332,recién te das cuenta,no violencia política de género
9333,si hummm lastima que este llena de como usted ahhh créame si usted junto unes desaparecieran no solo guayaquil el ecuador sería mucho más hermoso,no violencia política de género
9334,igual no va regresar el prófugo del ático,no violencia política de género
9335,que este sea el inicio de otro premio de la lotería que la suerte le sonría,no violencia política de género
9336,linda una ciudad sumida en el terror la violencia el crimen la belleza de una ciudad no solo es estética linda fuera si ustedes vagos miserable hptas reformaran el coip para que los delincuentes estén donde deben estar presos de por vida tres metros bajo tierra,no violencia política de género
9337,para estas señoras este ataque esta bien es justificado moralmente viable es lo que tenemos como politicos pesimos politicos excelentes criminales,violencia política de género
9338,cunado nos cuentas de tus ingresos,no violencia política de género
9339,tbn se la quieren robar,violencia política de género
9340,yo creo la libertad es sinónimo de justicia seremos libres cuando la justicia ponga en su lugar delincuentes testaferros de estos asambleistas glosados corruptos etc,no violencia política de género
9341,son una porquería solo sirven para robar tracalada de atrasa pueblos,no violencia política de género
9342,sin robar pillos,no violencia política de género
9343,viva guayaquil abajo los ateos comunistas,no violencia política de género
9344,por qué en buena hora no ha tenido alcalde socialista pues,no violencia política de género
9345,trabaja honestamente ver si estabas mejor con ese narcodelincuente,no violencia política de género
9346,punta de sanduches de dinero robado cualquiera no es cojudo toma el sanduche luego en las urnas quak queda lasso hahaha mamerts,no violencia política de género
9347,correistas corructo,no violencia política de género
9348,ni se le ocurra ir para allá asustaria los niños,no violencia política de género
9349,el ecuador será libre cuando las ratas corruptas correistas dejen de joder por el poder,violencia política de género
9350,el doble discurso de esta señora,no violencia política de género
9351,que fea eres tú,violencia política de género
9352,pero por qué tienen que leer algo que es cotidiano eso debe salirles del alma gritarlo con vehemencia la inequidad la no implementacion de políticas sociales la inseguridad falta de liderazgo todo eso acompañado de una buena puteada al imbécil que nos gobierna,no violencia política de género
9353,fieriña chorea es candidata auspiciada por la junta de beneficencia de guayaquil el símbolo de la compra de lotería de corrupta no tiene nada tiene todo jajaja como su hermano el prófugo ratael chorea,violencia política de género
9354,ush esa mujer de dudosa moral,violencia política de género
9355,mucha corrupción en una sola persona voten nulo señores acuérdense del sueldaso que ganan que ni asisten sesionar encima cobrnw viáticos tienen la de asesores inservibles,no violencia política de género
9356,rebuzno la suertuda que faltaba la hermana del prófugo la hermana del ladrón la hermana del golpista la hermana del paria en fin la del partido narcorreano,no violencia política de género
9357,que vas cambiar,no violencia política de género
9358,pero sin correistas,no violencia política de género
9359,cuando cambian el coip haga usted la diferencia ya por dios otra víctima condolencias abrazos pena cuando el remedio,no violencia política de género
9360,acá no hacen falta tus saludos ni tu presencia dejamos tranquilos somos robolucionarios,no violencia política de género
9361,el mejor homenaje que te vayas de la asamblea con todos los borregos de unes fuera correistas,violencia política de género
9362,definitivamente,no violencia política de género
9363,la magia de la robolución qué hdp,no violencia política de género
9364,con tanta lacra de gente en la asamblea hasta miedo da ir,violencia política de género
9365,mirá esto hace el país donde ustedes fueron aplaudir solidarizarse dinde fueron ofrecerles su ayuda,no violencia política de género
9366,cállate murciélago ándate go get out,violencia política de género
9367,te dice algo dakota del sur te dice algo panamá papers comprobado lo que escribes es solo difamación engaño los pocos que todavía les creen por fortuna cada vez disminuyen,no violencia política de género
9368,de borrero de los asesores de de la familia de todos de periodistas de políticos que están en el gobierno,no violencia política de género
9369,esto apoyan fueron felicitarlos verdad esto aplauden,no violencia política de género
9370,nunca robó ni sofía ni ronny ustedes nadie les cree porque no hay cuentas en paraísos fiscales de correa de glas ni de sofía ni de nadie pero de lasso están las pruebas pandora papers periodistas lo investigaron con documentos en mano se confirmó la evasión elusión fiscal,no violencia política de género
9371,de la plata que,no violencia política de género
9372,debe ser en lo único que concordamos lamentablemente la gente la conoce usted su banda delincuencial manténgase alejada,violencia política de género
9373,en especial sin vos,no violencia política de género
9374,calla vieja cucaracha,violencia política de género
9375,excelente mensaje mi estimada amiga total apoyo nuestra revolución ciudadana vamos seguir en la independencia económica de las grandes grupos monopolios oligarcas del fmi extranjeros,no violencia política de género
9376,lindo discurso rony aleaga es jefe de la mafia por dios quien quieren engañar felicitaciones la persona que elaboro su discurso con esa texto se gana votos años en el poder no hicieron nada solo se enriquecio la banda,no violencia política de género
9377,qué pobreza intelectual tu mayor logro como política ha sido tomarte fotos con el prófugo,violencia política de género
9378,que hipócrita que eres,violencia política de género
9379,la pobre la inseguridad la que ustedes nos han llevado,no violencia política de género
9380,que mujercita para necia te insultan te maltratan verbalmente sigues sigues opinando ya cállate nadie te traga,violencia política de género
9381,los criminales deben estar tras las rejas,no violencia política de género
9382,abusan de nuestro pueblo ignorante uds los mashistas son una mezcla de aves rapaces con sanguijuelas qué basta de bestias gobernándonos,violencia política de género
9383,robooooocop mucho dinero al pueblo del ecuador,no violencia política de género
9384,me parece raro ese video,no violencia política de género
9385,era bonita hasta antes de la secta correísta,no violencia política de género
9386,autoeducarse es mucho para saber lo que representa la prensa corrupta yo si veo no con regularidad la tv éso tengo la seguridad lo que digo escribo en el fondo estamos de acuerdo,no violencia política de género
9387,estas viendo ratera adonde dejastes la inteligencia ya se en las sábanas cuando le bailabas al prófugo con la viki en carondelet,violencia política de género
9388,la pobreza se erradicará cuando volvamos tener políticos ciudadanos íntegros cuando pese más el bienestar del país no el de unos cuántos sapos que se llenan los bolsillo luego fugan dicen ser perseguidos políticos,no violencia política de género
9389,sin izquierdistas de marras,no violencia política de género
9390,muy de acuerdo todo es cuestión de tiempo mañana será otro día,no violencia política de género
9391,porque será que siempre estas desubicada en tus apreciaciónes claro que estábamos mejor robados por eso ya estás desesperada que se te acaba la teta del robo mejor no seas vaga sinvergüenza de la de escribir huevadas tonta ponte trabajar no robar,violencia política de género
9392,para saber si la prensa es corrupta debe auto educarse ver que intereses representa a quien defiende yo no veo tv hace años cuando me di cuenta que intereses representa de verdad está prensa da asco repugnancia ellos representan al poder de la banca oligarquía,no violencia política de género
9393,mejor deberás decir que lindo es ser vaga robando los ecuatorianos pregunto cuando vas aceptar oh sera que eres cara dura como tu delincuente,violencia política de género
9394,sin intereses dice los que gobiernan que hacen para satisfacer los intereses de su grupo elite porque todos los ingresos del petróleo van para el pago de los intereses de la deuda usted si sabe quiénes son los tenedores de bonos el pueblo por lo menos debe se pagado,no violencia política de género
9395,calla pilla,violencia política de género
9396,sin cucarachas,violencia política de género
9397,la independencia ya la tuvimos la disfrutamos con rafael correa la perdimos con el traidor moreno hoy con el corrupto evasor de impuestos laso pero la volveremos tener en poco tiempo más con rafael correa jorge glass,no violencia política de género
9398,no estaban están estarán saben porque por que se lo llevaron todo fueron una plaga que arrasó con un país bonito lleno de gente trabajadora amable hoy nos han dividido somos un país invadido por la delincuencia la que ustedes le dieron la bienvenida narcorreismo,no violencia política de género
9399,mientras nos gobierna el neoliberalismo la gente vende sus ciencia no tenga valores ecuador nunca saldrá de la mediocridad el egoísmo que existe,no violencia política de género
9400,tú de los choneros,no violencia política de género
9401,todo el troll center activado un poco de infelices que ni siquiera saben de la historia solo de recoger migajas que les bota el banquero destructor saqueador de la nación la historia se repite cíclicamente por la ignorancia de la sociedad solo le hacen daño al país,no violencia política de género
9402,pruebas con documentos para creer lo que usted escribe pero repetir lo mismo que la prensa corrupta no tiene credebilidad absoluta el resto estoy de acuerdo,no violencia política de género
9403,tomale las placas mira quien es el dueño suma contigo di cuanto pagaban de impuestos,no violencia política de género
9404,al estilo marvel pero ojalá se queden en un mundo paralelo no para arauz sino otra dimensión,no violencia política de género
9405,pero los pillos los que té refieres nos representan la gran mayoría del pueblo ecuatoriano el mismo hecho que hayas votado favor de tú patrón quiere decir que eres un evasor corrupto,no violencia política de género
9406,viejo brujo sin credibilidad,no violencia política de género
9407,hoy estamos todo el ecuador matriculados contra nuestra voluntad en la peor universidad de la vida atravesando todas las miserias humanas de un gobierno neoliberal podrido la corrupción el crimen vista paciencia de todos ni perdón ni olvido,no violencia política de género
9408,creó que debes asegurar cuando hayas seguido de cerca todas las mega obras que se hicieron en la mejor época política que tuvo el ecuador oh sea con el mejor presidente que ha tenido mi lindo ecuador rafael correa delgado,no violencia política de género
9409,claro que queremos más de la década ganada hablás hablar sin memoria pero té recuerdo que rafael correa sacó de la extrema pobreza un buen porcentaje de la población ecuatoriana,no violencia política de género
9410,repites lo mismo que la prensa pautada eres igual que tú patrón,no violencia política de género
9411,qué fea que eres tú,violencia política de género
9412,no sera que lindo es robarle guayaquil,violencia política de género
9413,señora asambleista se dice que lindo es guayaquil ó que linda es la ciudad de guayaquil,no violencia política de género
9414,el ídolo de ladrones el miserable le metió la mano los recursos del iess de mil formas tenía que salir una sus idólatras alterar los hechos sin el menor pudor bueno se comprende ella fue capaz de hasta su propia cara alterar con cero gusto vergüenza,no violencia política de género
9415,nadie quiere felicitaciones de delincuentes que solo buscan apoderarse del ecuador mafiosos hipócritas,no violencia política de género
9416,hipócrita la detestas hablas pésimo de su gente,violencia política de género
9417,que fea se ve con ustedes,violencia política de género
9418,pero mejor sin ratas como tu,violencia política de género
9419,vaya cojer un libro señora estudie si es de valores principios mejor en nada aporta al ecuador,no violencia política de género
9420,no lo es pasarán años vamos seguir diciendo que la culpa es de correa que este ecuador no se va recuperar ni en años del narcotrafico que nos metio este hp,no violencia política de género
9421,muy bien sofía gracias por aquellas palabras que es el sentir de nuestro pueblo sufrido cansado de tanta maldad de los gobiernos neoliberales,no violencia política de género
9422,seria maravilloso que todas todos los governante realmente qieran alos votantes le demuestren al pueblo que si son autenticos rrepresentantes delos mandantes como asiendo lelles para el pueblo hoi poroi no se ve eso,no violencia política de género
9423,si va ser más linda sin los socrialcristianos,no violencia política de género
9424,esta zoqueta también es integrante de la banda de los tetones traquetos,no violencia política de género
9425,yo creo que los pelucones les gusta carreteras en mal estado para practicar disfrutar la conducción con sus por sentirse superiores amos del mundo lo que más les gusta un pelucón es mirar desde arriba los demás,no violencia política de género
9426,pero el de ustedes el década robada estado corrupto,no violencia política de género
9427,pero sin correistas como tu,no violencia política de género
9428,jajaja politiquera sínica,violencia política de género
9429,si tú no,no violencia política de género
9430,quien habla la diezmera que risa,violencia política de género
9431,fuera más linda guayaquil ecuador en general pero con muchos años de robolucion ciudadana ahora solo es microtráfico asesinatos corrupción de todo no queremos más lacras de rafael correa fuera ratas,violencia política de género
